url,label
cocid19-twetter.in,bad
covid-19-tweet.in,bad
addisoncovidtesting.com,bad
covid19-twittee.in,bad
cvid19-twitter.in,bad
covidhelpbook.online,bad
coronovirus.ga,bad
"corona-virus.us	",bad
wuhanzhangtongbao520.com,bad
covid19help.in.net,bad
g0ouvc0vidsecure.com,bad
usodecnafencovid19.com,bad
c0vid19fundz.online,bad
covid29-twitter.in,bad
covid19-twitteri.in,bad
corona19-test.de,bad
coronav1rus.ru,bad
lawancovid19.xyz,bad
covid19facebooksupport.ml,bad
covidvaccineapp.com,bad
coivd19-twitter.in,bad
covid19-twitte.in,bad
covid19-tiwtter.in,bad
panipatcovid19report.in,bad
g0ouvc0vidaccess.com,bad
embassycovidcarecenter.in,bad
strongerthancoronavirus.org,bad
postcovid19treatmentcenters.com,bad
g0ouv2c0vidsecure.com,bad
covid19tracker2021.ml,bad
dasc-covid19-safeguarding.co.uk,bad
covid19-twitter.co.in,bad
getcovidshot.us,bad
miamicovid19vaccine.com,bad
covid19stat.org,bad
covid19help-india.com,bad
covidvaccinemaimi.com,bad
mycovidshot.us,bad
covidql19idia.org,bad
coronavirus.company,bad
karta-koronavirus.ru,bad
covid19hole.com,bad
covid19vaccinemaimi.com,bad
covid-19thhole.com,bad
dhhscovid19info.org,bad
covd19relief.com,bad
covid19ionizer.com,bad
vakcinacoronavirus.ru,bad
informazionicoronavirus.it,bad
covid19-twiter.in,bad
covid19-twitter.in,bad
covid19sanitization.in,bad
230coronationavenue.com,bad
dailycovid-19screening.co.za,bad
covidvaccinelawsuits.net,bad
endcoronavirus.com,bad
covid19infectie.nl,bad
covid19toe.com,bad
wuhanqimei.cn,bad
covid19resultsin15.com,bad
covid-19injury.com,bad
covid19homecare.co.in,bad
janssencovid19vaccine.co.nz,bad
covid19-supplies.com,bad
covid19facts.in,bad
covid-19andgitract.com,bad
covid19nft.com,bad
coronated.info,bad
coronavirus-update.com,bad
covid19helpers.in,bad
coronaresultgovbd.xyz,bad
covid19vaccino.online,bad
yamunanagarcovid19report.in,bad
covid19vaccino.site,bad
rtpcrreportupcovid19track.in,bad
covid-19.club,bad
psicologocoronavirus.it,bad
covid19.biz,bad
covid19-physicians-memorial.com,bad
gegencorona.club,bad
covid19dataanalysis.info,bad
covid19symptom.de,bad
thecovidvaccineupdate.com,bad
xn--coronavirus-frderung-gbc.de,bad
corona-virus-news.gq,bad
covidvadodara.com,bad
covid19banaskatha.online,bad
covid19varanasi.in,bad
covid-19-vaccinatie.be,bad
covidtesting.ml,bad
corona-spucktest.hamburg,bad
mobilecovidtesting.ca,bad
co-vid19online.com,bad
247covid19tracker.com,bad
covidvaccines.club,bad
coronatest-kostenlos.hamburg,bad
pfizercovid19vacc.com,bad
coronasvirus.com,bad
247covid19detector.com,bad
coronaschnelltest-vor-ort.de,bad
vccovid19vaccine.com,bad
covid19payment.us,bad
covidhelpnagpur.in,bad
mycoronatester.com,bad
covid-19-info.pt,bad
"4coronavirus.nl	",bad
covidcards.store,bad
trnccovid.com,bad
covidlotto.ml,bad
stopitcovid-19masks.com,bad
coviddemayo.club,bad
app-covid-schnelltestzentrum-de.ga,bad
mycovid19story.live,bad
covid-19appealsuupported.ml,bad
covid19drugsinfo.online,bad
covid19relief.in,bad
covid19database-iq.com,bad
covid-19-now.de,bad
covidcaresakec.in.net,bad
test-covid19.me,bad
covid19world.in,bad
stopitcovid-19mask.com,bad
readytofightcoronavirus.in,bad
covidrelief1-chase.xyz,bad
coronademayo.club,bad
covid-23vaccinelawsuits.com,bad
covid19-testen.de,bad
covid21vaxfacts.com,bad
covid-21vaccinefacts.org,bad
coronavaccine.ml,bad
covid-21vaccinefacts.com,bad
covid19solutionforyou.com,bad
covid-19-network.com,bad
covid19india.in.net,bad
covid19testturkey.click,bad
covid21vaccinefacts.net,bad
coronavirusliveupdate.com,bad
stopalcoronavirus.it,bad
covid21vaccinefacts.com,bad
covid-22vaccinelawsuits.com,bad
rijksoverheid-coronacompensatie.com,bad
covid-21vaccinefacts.net,bad
covid19raigad.in,bad
covid-21vaccinelawsuits.com,bad
covid19testturkei.click,bad
coronavirus19tests.help,bad
covid-21vaxfacts.com,bad
coronavirus19tests.net,bad
covid-21vaccinesideeffects.com,bad
coronavirus19tests.org,bad
wuhango543.com,bad
phcovidtest.com,bad
covid21vaccinefacts.org,bad
koronavirusisik.click,bad
covid19-gov-ua.icu,bad
virus-corona.com,bad
covid19schnelltests.com,bad
goawaycovid19virus.com,bad
ensayosvacunascovid19-mx.com,bad
covid19-qrcode-adonis.online,bad
covidfree.center,bad
covid19helpforu.com,bad
uppcovidd19tracks.in,bad
vaccinecoronavirus.it,bad
covidhl.tk,bad
covid19mn.org,bad
estudiosvacunascovid19-mx.com,bad
srqcovidtest.com,bad
e-covidvaccine.com,bad
covid19helpny.org,bad
covid19sbassistancereliefloanservice.ga,bad
c0vidreff3453.com,bad
covid19recordcard.com,bad
sarscoronavirus.com,bad
covid19hardship-tytybonus.com,bad
covid19-spucktest.de,bad
covid22.us,bad
covidsupport.com.pk,bad
koronavirus.xyz,bad
covid19passport-app.de,bad
assistanceservicecovid19relief.ml,bad
covid19microchip.com,bad
covid-stat.cf,bad
covid19testzentrumberlin.de,bad
coronasummerpromo2021.com,bad
covid-idcard.com,bad
btcovid.ml,bad
shopcoronavirus.com,bad
covidescape.work,bad
strongertogether-covidsurvivornetwork.support,bad
covidvaccinecard.net,bad
flipthescriptoncovid-19.blog,bad
postcovid19place.com,bad
covid19productschain.com,bad
uwcampscovid19test.com,bad
postcovid19nyc.com,bad
enquete-sommeil-covid-hnfc.fr,bad
covid19testuwcamp.com,bad
covid19-gov-ua.pp.ua,bad
corona-muenster.de,bad
covid-19antigeensneltest.nl,bad
flipthescriptoncovid-19.website,bad
covid19free.it,bad
covid19liaise.info,bad
23coronation.com,bad
uwcampcovid19test.com,bad
covidvaccineslawsuit.net,bad
corona-test.club,bad
covid19passport.se,bad
thecovidvaccinelawsuit.com,bad
przeciwcovid19.com,bad
janssencovid19vaccine.jp,bad
przeciwkoronawirusowi.net,bad
covid19rapidloans.com,bad
nepalicovid19relief.cf,bad
wwwvchcovid19vaccine.com,bad
corona-virus.net,bad
covid-19donation.tk,bad
stopkoronavirus.ru,bad
rapidmobilecovidtests.com,bad
przeciwkoronawirusowi.com,bad
mycovidrisk.ga,bad
steroidipercovid19-fad.it,bad
asapcovid19test.com,bad
budgetcovid19test.com,bad
dccovid19testing.com,bad
coronavirus.mobi,bad
covid19vaccineclinics.com.au,bad
covid19depression.com,bad
infokoronavirus.ru,bad
xn--corona-lsung-cjb.eu,bad
coronavirus.link,bad
maskcoronavirus.com,bad
koronavirus.site,bad
covids19gone.com,bad
bayareacovid19vaccineappointments.com,bad
covid19reaction.com,bad
cov1dref.com,bad
thekingswaycovidplan.com,bad
postcovid19traumarecovery.com,bad
coronainfoboard.ga,bad
covidpass.directory,bad
saponinsandcoronavirus.com,bad
wohnzimmertest-covid19.at,bad
spucktest-covid19.at,bad
coronavirus.digital,bad
covid19vaccinepassaport.com,bad
covid19-updates.live,bad
saponins-and-coronavirus.com,bad
nocoronavirus.com,bad
123covid-coronatest.com,bad
covid19vaccinecount.com,bad
covid-19-testcenter.de,bad
covid19reliefservice-sba.com,bad
covid19score.in,bad
covid19-itajuba.com,bad
replycovid19sbarelief.ga,bad
mycovid22vaccine.com,bad
wuhanzheng.xyz,bad
coronavirusglobal19.com,bad
thecovid22vaccine.com,bad
covid19deathrates.com,bad
mycovid22vaccines.com,bad
covid2022immunization.com,bad
covid22cdc.info,bad
cure-coronavirus.com,bad
covid-21vaccination.info,bad
covid2022boostershot.com,bad
covid23vaxeffects.com,bad
liaquaranta.site,bad
covid19-telehealth-program.com,bad
alertcoronavirus.it,bad
covid22passport.com,bad
covid23vaccination.info,bad
covid2021booster.com,bad
covid2022flu.com,bad
getyourcovidtestnow.com,bad
covid2022flu.net,bad
covid22vaccines.com,bad
covid2021boostershot.com,bad
mycovid22vaccine.info,bad
bhucovidpatients.com,bad
covid-21vaxeffects.com,bad
covid22vaccinationcard.com,bad
covid22vaccinationcard.net,bad
covid22vaccination.info,bad
covid2022vaccination.com,bad
understanding-covid-19.com,bad
covid19suked.com,bad
covid19vaccinecounts.com,bad
vam-5000-corona.ru,bad
labrereportscovid19tracks.in,bad
wuhang.vip,bad
"assurancecovid-19.com	",bad
covid22vaccine.info,bad
covid23quarantinefacts.com,bad
covid22vaccination.com,bad
covid19easypass.com,bad
covid-23vaccination.info,bad
covid21vaccination.info,bad
covid22flu.com,bad
covid22vaxeffects.com,bad
covid-22vaccination.info,bad
covid2022vaccinations.com,bad
covid-22vaccination.com,bad
covid22vaccinationcards.com,bad
covid2021boosters.com,bad
covid22vaccinationcard.info,bad
covid-22vaxeffects.com,bad
covid21passport.com,bad
covid-23vaxeffects.com,bad
mycovid22vaccine.net,bad
covid22vaccine.net,bad
covid19mdums.in,bad
ourcovid22vaccine.com,bad
officialcovidvaccinepassport.com,bad
covid21quarantinefacts.com,bad
covid21vaxeffects.com,bad
covid22passport.info,bad
janssencocid19vaccine.com,bad
covid19-ratgeber.de,bad
covid19mutant.xyz,bad
covidvaccinationrubberbracelet.com,bad
corona-virus.info,bad
covid19-telehealth-grant.com,bad
covid-19info.ch,bad
covid19telehealthgrants.com,bad
istisharicare-covide-19.com,bad
covid19telehealthgrant.com,bad
updatesoncovid.com,bad
officialcovidvaccinationbracelet.com,bad
covidvirus.london,bad
covid-19passports.com,bad
cocovidela.online,bad
covid19passportphotos.com,bad
"coronavirus.blog	2021-04-09	99",bad
covid-19lockdownupdates.ca,bad
prevenirecoronavirus.it,bad
info-coronavirus.com,bad
fcc-covid19-telehealth-grant.com,bad
covid19pas.nl,bad
"n501ycovid19e484k.xyz	",bad
"mycovid-21vaccinationcard.org	",bad
"mycovid21vaccines.net	",bad
yourcovid21vaccinationcard.net,bad
yourcovid21vaccine.com,bad
mycovid-21vaccinationcard.net,bad
covid21vaccine.org,bad
covidlabeu.com,bad
mobilecovid-21vaccines.org,bad
covid19-sample.com,bad
yourcovid21vaccinationcard.com,bad
mycovid21vaccine.net,bad
anticovidtoken.com,bad
mycovid21vaccine.org,bad
mycovid-21vaccinationcard.com,bad
covid21vaccinationcard.com,bad
covid19van.com,bad
mycovid21vaccine.com,bad
covid-21vaccination.com,bad
antimicrobialpostcovidchallenge.com,bad
covid-21vaccinationcard.com,bad
mycovid21vaccines.com,bad
yourcovid21vaccinationcard.org,bad
mycovid-21vaccinecard.com,bad
mobilecovid-21vaccines.net,bad
testcovidpoint.com,bad
mycovid21vaccinationcard.net,bad
mycovid21vaccinationcard.com,bad
covidclass2021.com,bad
covid-21vaccinecard.com,bad
covid19antigenrapidtestkit.com,bad
mycovid21vaccinationcard.org,bad
corona19.website,bad
yourcovid-21vaccinecard.com,bad
mycovid21vaccines.org,bad
covid21vaccinationcard.net,bad
covid21vaccinationcard.org,bad
8coromandelcrescent.com,bad
yourcovid21vaccine.net,bad
yourcovid21vaccine.org,bad
covid2021web.com,bad
mobilecovid-21vaccines.com,bad
az-covidvaccine.com,bad
coronahilfe-beratung.de,bad
979coronation.info,bad
chinacoronavirus.com,bad
eliminacoronavirus.info,bad
covid19deathbenefit.com,bad
covid19-br.com.br,bad
protectioncoronavirus.com,bad
xn--covid19antikrper-xwb.de,bad
3-44coronation.com,bad
sierrapeakcorona.com,bad
covid19rapidscreening.com,bad
covid-19aktuell.de,bad
ecovidatv.com,bad
covidkc.com,bad
buyvaccinecovid.site,bad
xn--covid-19immunitt-9nb.de,bad
covid-19-therapie.de,bad
anatolianpropolisforcovid.click,bad
xn--covid-19antikrper-c0b.de,bad
buyvaccinecovid.online,bad
covid19rapidscreening.online,bad
cvid19payhelp.me,bad
montecitoranchcorona.com,bad
xn--covid19immunitt-elb.de,bad
covid19-vaccinecard.com,bad
covids19vaccinated.com,bad
newyorkcovid19lawsuits.com,bad
livecoronavirus.com,bad
covidviruspurifier.com,bad
stop-coronavirus.ru,bad
covid19in2020.com,bad
holidaycovid19test.com,bad
covidpurifiers.com,bad
covid-19passport.net,bad
decoder-la-covid.ml,bad
covidviruspurifiers.com,bad
covid19-coronavirus.ru,bad
covid19specialcare.com,bad
hakusan-covid19-vaccine.jp,bad
golfcoronado.online,bad
covid19airpurifierstore.com,bad
covid19airpurifer.com,bad
covidimpilo.com,bad
vaccinocoronavirus.com,bad
dhulecovidhospital.com,bad
covid19-vaccine-md2.net,bad
coronahilfe-beratung.com,bad
labreportscovid19traks.in,bad
covid-19-trace.com,bad
purplecovid19test.org,bad
purplecovid19test.co.uk,bad
covid-19mat.com,bad
covid19vida.com,bad
covid19-vaccine-md2.com,bad
covid19testireland.com,bad
sberbanks-covid20.ru.com,bad
inarrchcovidcare.in,bad
coronarunde2020.club,bad
covid19vaccination.fr,bad
coronaout.info,bad
covid19vaccinationrecordcard.com,bad
livecovidtracker.info,bad
covid19digitalforum.com,bad
covid19-runner.ga,bad
covid19inhawaiibgone.com,bad
casos-coronavirus.info,bad
coronavirus2021.fr,bad
covidvariants.net,bad
covid-19travelpassport.com,bad
covidhelp.tips,bad
covid19funeralassistance.com,bad
koronavirus.fr,bad
covid-saglik.cf,bad
covidmutation.net,bad
coivd19bycounty.ml,bad
icoronavirus.com,bad
corona-20ergebnis.de,bad
covid19vaccinesreview.com,bad
corona-scgutzimpfung.de,bad
post-covid-symptome.de,bad
coronaauschuss.de,bad
postcovid-symptome.de,bad
corona-virus-cleanup-now.info,bad
covid19vaccinesappointment.com,bad
postcovidsymptome.de,bad
test-na-coronavirus.com.ua,bad
long-covid-therapie.de,bad
coronatest-lneburg.de,bad
covid19vaccinationpassport.eu,bad
mycovid19vaccinationpassport.com,bad
getcovid19vaccines.com,bad
announcementoncoronavirus.cf,bad
findcovidvaccines.icu,bad
protection-coronavirus.com,bad
longcovid19recovery.com,bad
rapidcovid19testing.net,bad
mycovid-19support.com,bad
covidtracker.ga,bad
news-coronavirus.ru,bad
corona-ergebnise.de,bad
covid19vaccinationsites.us,bad
covid19vacinereg.com,bad
focovideo.online,bad
covid19patent.app,bad
coronafascism.com,bad
getyourcovidshotnow.com,bad
wuhaneduyum.cn,bad
covid-19interest.com,bad
covidvirusschnelltest.de,bad
covidvaccinepoint.com,bad
covid-19clinicalresearch.com,bad
covid19-teststation.de,bad
anticoronavirus.shop,bad
covid-19firmentest.de,bad
jnjcovid-19vaccine.eu,bad
coronazelftesten.de,bad
davecoronado.online,bad
covid19travelcover.com,bad
westpalmbeachcovidtesting.com,bad
covid19aktuell.de,bad
coronaupdates2021.tech,bad
elghekocovidtesting.com,bad
enfrentamentoaocoronavirus.com.br,bad
covid-rebates19ca.com,bad
bestcovidvaccines.icu,bad
erasecovidvirus.com,bad
covid19-stats.gq,bad
thecovid19index.org,bad
covid19vaxinjury.com,bad
covidvaccverify.com,bad
covidamericadosul.tk,bad
covidvaccineverify.com,bad
covid19min-saude.com,bad
covid19-qrcode-adonis.com.ua,bad
covid19png.com,bad
trycovidvaccines.icu,bad
covidtestingwestchase.com,bad
stopcoronavirus.ru,bad
westchasecovidtesting.com,bad
covidtestingwestpalmbeach.com,bad
buycovidtestresult.com,bad
covid19-testpflicht.eu,bad
searchcovidvaccines.icu,bad
covid19vaccinesonline.icu,bad
searchcovid19vaccines.com,bad
covid19vaccinesonline.com,bad
covid19shotregistry.com,bad
getcovid19support.co.nz,bad
covidtest-saar.com,bad
postcovid-therapie.de,bad
coronavirus2021.cf,bad
covid19-ukraine.com,bad
whatiscoronavirus.com,bad
bezcovidu.xyz,bad
2021-gov-covid19-relief-fund.online,bad
mycoronavirus.bg,bad
testcorona.cc,bad
zamcorona.com,bad
covidvaccinerecords.com,bad
covid19vacregistry.com,bad
covid19testet.org,bad
covid-19-fluxergy.com,bad
covidbedkdmc.com,bad
covid19safetravels.com,bad
sintomascoronavirus.net,bad
coronadorey.ml,bad
covidvaxvaccine.com,bad
covid19vaccinepassports.com,bad
covid-19-vaccines.ca,bad
xn--corona-schtzungen-zqb.de,bad
covid19majadahonda.es,bad
covid-19-zertifikat.ch,bad
covid-reiseschutz.de,bad
covid19ssp.site,bad
ecovidapestcontrol.com,bad
covid19secuelas.com,bad
covid19mermorialwall.com,bad
10coronationroad.com,bad
covid19-registrement.com,bad
sars-cov-2vaccine.ca,bad
covid19keepsake.com,bad
rapidcovidtest.es,bad
manifaturacorona.com,bad
coronavirusvaccinepassports.com,bad
covid19-zertifikat.ch,bad
covid19relief-chase.xyz,bad
covid19passports.net,bad
covid-19vaccinepassports.com,bad
thecovid19passport.net,bad
covid19tracker.systems,bad
covidvaxmi.com,bad
abaetetubacovid.ml,bad
em-ail-quarantine-center.tk,bad
event-corona.tk,bad
covid-uber.com,bad
quarantine-desk.ml,bad
covidvaccine-idaho.com,bad
covid-vaccineidaho.com,bad
covid19passports.co,bad
covidvaccinenotifier.tk,bad
covid19-negativ.de,bad
covid19passports.info,bad
thepostcovidplayboook.com,bad
covid19etransfer.cf,bad
covid-vaccines.de,bad
quarantine-desk.cf,bad
www-dein-corona-selbsttest.de,bad
valuecovid19test.com,bad
worldcovid19relief.com,bad
em-ail-quarantine-center.cf,bad
covidtestkaufen24.com,bad
coronavirus.cloud,bad
vaccincovid.ga,bad
em-ail-quarantine-center.ga,bad
covid19majadahonda.com,bad
quarantees.club,bad
covid19testtoronto.com,bad
covid19schnelltest-shop.com,bad
covid19kgd3.com,bad
vacinacoronavirus.far.br,bad
covid-dashboard.ml,bad
covid19saywhat.com,bad
covid19what.com,bad
quarantine-desk.gq,bad
em-ail-quarantine-center.ml,bad
manilacovid19vaccine.net,bad
covid19-token-foundation.com,bad
em-ail-quarantine-center.gq,bad
covidvaccinereactions.com,bad
covid19turkey.gq,bad
covid19mentalhealthrecovery.com,bad
covid19soft.tk,bad
covid-19mentalhealthrecovery.com,bad
testrapidecovid19montreal.com,bad
covid-19-schnelltest-aus-deutschland.de,bad
reviewyourquarantinemail.cf,bad
thequarantinemail.cf,bad
coronavirus-checker.ml,bad
virus-covid19.ru,bad
covid19travel.us,bad
covid19newsheadlines.com,bad
covid19vaccinetravelpass.com,bad
djkopecquarantincedanceoarty.com,bad
covidtestwien.at,bad
covid19testingcuracao.com,bad
covidvaccinecenterla.com,bad
covid-19-passport.org,bad
boisecovidvaccineresearch.com,bad
wuhanchart.xyz,bad
covid19travelpassport.com,bad
covid19-zelftest.com,bad
scheduleacovidvaccine.com,bad
federal-government-covid-relief-funds.com,bad
dailycovid19news.info,bad
riteaidcovit-19.com,bad
getfreecovid19test.com,bad
kpcovid19tracks.in,bad
covidpass.cc,bad
covid-19-test.email,bad
xn--covidtestkln-ejb.de,bad
covid19maske.email,bad
covidnc.ml,bad
covid19infonewcomers.ca,bad
recoverycoronavirus.net,bad
covid19-test.email,bad
wuhan007.com,bad
covidtestnrw.de,bad
covid19-testzentrum-berlin.de,bad
covid19-india.co.in,bad
preventcovid19.top,bad
viruscovid-19.pt,bad
programme-formation-vaccination-covid19-2021.ca,bad
covidtesteuskirchen.de,bad
malaysiacovidpass.com,bad
covid19vaccinetrust.com,bad
covid19-immunization-learning-program-2021.ca,bad
sberbank-covid20.ru.com,bad
covid19medicalsolutions.com,bad
covid19informacije.tk,bad
covid-19testcard.com,bad
sanificazioneambienticovid19-cleaning-services.com,bad
covid19philippines.ph,bad
copowstopcovid19stress.com,bad
sellcovid-19antigen.com,bad
covid19vaccinepill.com,bad
covidvaccinate.me,bad
coronabag123qq.com,bad
covid19-schutzfolie.de,bad
creditcarddebtreliefcovid.com,bad
covid19isaparasite.com,bad
exportincovid.xyz,bad
tradeincovid.xyz,bad
covid19desinfektion.de,bad
covidvaccine.cc,bad
covid19mintor.com,bad
covidhelp.consulting,bad
vacunacovid19geovita.com,bad
covidmoney.family,bad
covid19italia24.info,bad
covid19-kpukabwajo.xyz,bad
scotiabankcovidrelief.co,bad
covid19italia24.cloud,bad
coronadotrucking.site,bad
covidupdate2021exhibitors.com,bad
planetcovid19fieldjournal.com,bad
covid-19vaccins.nl,bad
covid19-aftermath.com,bad
pcrinspection-coronavirus.xyz,bad
covid-19tracker.tech,bad
covid-19-treatments.net,bad
djkopebquarantinedanceparty.com,bad
memyselfandcovid-19film.eu,bad
covid-19-coronavirus-treatments.com,bad
covid-19passportreplica.com,bad
covid19italia24.com,bad
covid19italia24.it,bad
covidsafe.ml,bad
sa-covid-19-travel.com,bad
covidtravelstatus.com,bad
coronasolargroup.site,bad
covid19donationv1.org,bad
covid-anti-virus.cloud,bad
covid-19-self-check.cf,bad
corona-anti-virus.cloud,bad
wuhanyueya.com,bad
covid19-certification.online,bad
covid19-discord.pp.ua,bad
coronavirus-servergame.tk,bad
covid19-certification.shop,bad
stopcoronavirus.gr,bad
covid-19.ga,bad
covid19-gov-authenticate.info,bad
xn--corona-beschrnkungen-nzb.de,bad
covid19homebiz.com,bad
sa-covid-19-trvel.info,bad
lg-covid-support-team.ml,bad
covid19testantalya.com,bad
covid19pandemicsolutions.com,bad
covid19schnelltest-grosshandel.de,bad
covid19resulltvalidation.com,bad
antalyacovid-19test.com,bad
coronamuenster.de,bad
antalyacovid-19test.info,bad
covid19test.cloud,bad
covid19-schnelltest-grosshandel.de,bad
covid19testing.cloud,bad
antalyacovid-19test.org,bad
strongerthancronavirus.com,bad
removecoronavirus.cloud,bad
covid19indiaorg.in,bad
healthcovidtest.shop,bad
covid-19test.club,bad
scancoronavirus.cloud,bad
antalyacovid-19test.net,bad
covid-19test.company,bad
destroycoronavirus.cloud,bad
covid-19-center.de,bad
